	Condition	CorrectSource	Stim_RT	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
31	1	6	1.3980000000000001	OLD	animal_sheep.bmp	Old11	1	1	1.624	5.0	430
32	1	8	1.3219999999999998	New	fruit_cherry.bmp	Old67	1	1	1.564	8.0	452
33	1	8	1.365	OLD	sporting_americanfootball.bmp	Old53	1	1	1.5290000000000001	5.0	947
34	1	9	1.62	OLD	fruit_lemon_new.bmp	Old69	1	1	2.2680000000000002	6.0	440
35	1	5	1.149	OLD	sporting_karate clothing.bmp	Old60	1	1	1.085	8.0	440
36	1	6	1.506	OLD	kitchen_plate.bmp	Old35	1	1	1.101	9.0	417
37	0	9	1.0979999999999999	OLD	fruit_watermelon_old.bmp	Old71	1	1	1.662	6.0	1659
38	0	6	0.6859999999999999	OLD	musical_piano_old.bmp	Old48	1	1	1.416	6.0	534
39	0	6	0.647	OLD	vegie_garlic01a.bmp	Old74	1	1	1.304	5.0	914
40	0	5	0.863	OLD	food_pecan02.bmp	Old21	1	1	1.621	5.0	955
41	1	9	0.0	OLD	vegie_green capsicum.bmp	Old75	1	1	1.0590000000000002	5.0	367
42	1	8	1.382	OLD	kitchen_ladle.bmp	Old31	0	2	1.6880000000000002	5.0	367
43	0	9	0.774	OLD	fruit_pineapple_old.bmp	Old70	0	2	1.347	5.0	367
44	1	6	1.479	New	animal_gorilla.bmp	New15	0	1	1.452	6.0	1641
45	1	6	1.08	OLD	food_rawchicken.bmp	Old23	1	1	1.599	8.0	438
46	1	9	1.196	New	fruit_rasberry.bmp	New10	1	2	1.139	8.0	438
47	1	8	1.272	New	animal_pigeon.bmp	New32	1	2	1.188	8.0	438
48	0	8	0.8490000000000001	OLD	animal_lion_new.bmp	Old07	1	1	1.034	6.0	465
49	1	9	1.26	New	kitchen_spatula_old.bmp	New37	1	2	1.3559999999999999	6.0	465
50	0	9	0.772	New	sporting_windsurf.bmp	New31	1	2	1.8769999999999998	6.0	465
51	0	8	0.778	OLD	food_softcheese.bmp	Old24	1	1	1.6569999999999998	8.0	429
52	1	8	1.222	OLD	kitchen_pitcher.bmp	Old34	1	1	1.3869999999999998	8.0	410
53	1	9	1.03	OLD	food_toast.bmp	Old26	1	1	1.328	9.0	458
54	1	6	1.1540000000000001	OLD	musical_triangle.bmp	Old49	1	1	1.167	9.0	439
55	0	5	0.809	OLD	food_candy.bmp	Old16	1	1	1.14	5.0	445
56	1	5	0.924	OLD	kitchen_white strainer.bmp	Old38	1	1	0.986	9.0	466
57	1	6	1.0959999999999999	OLD	sporting_Badminton Racquet.bmp	Old54	1	1	1.966	8.0	478
58	1	6	1.206	New	animal_horse.bmp	New20	1	2	1.17	8.0	478
59	1	8	1.2209999999999999	New	vegie_pumpkin.bmp	New21	1	2	1.2819999999999998	8.0	478
60	1	9	1.328	New	kitchen_fork_old.bmp	New18	1	2	1.198	8.0	478
61	0	5	0.728	OLD	animal_camel_new.bmp	Old01	1	1	1.275	9.0	512
62	1	5	1.215	OLD	kitchen_peppermill.bmp	Old33	1	1	1.577	6.0	1169
63	0	8	0.8	OLD	animal_zebra_old.bmp	Old13	0	2	1.177	6.0	1169
64	0	9	0.708	OLD	food_bottleofredwine01.bmp	Old15	1	1	1.617	8.0	1720
65	1	6	1.083	New	kitchen_garlic press.bmp	New07	1	2	1.33	8.0	1720
66	0	8	0.732	New	sporting_flippers.bmp	New02	1	2	2.475	8.0	1720
67	1	9	0.9640000000000001	New	fruit_apricot_new.bmp	New04	1	2	1.04	8.0	1720
68	1	6	0.715	New	food_pizza.bmp	New22	1	2	0.8370000000000001	8.0	1720
69	1	9	1.597	New	food_drink.bmp	New05	1	2	1.0659999999999998	8.0	1720
70	1	6	1.375	New	animal_seal.bmp	New38	1	2	0.902	8.0	1720
71	1	8	1.206	OLD	food_chocolatemilk.bmp	Old17	1	1	1.2890000000000001	6.0	628
72	1	9	1.13	New	animal_dolphin_old.bmp	New09	1	2	1.29	6.0	628
73	1	8	1.646	OLD	animal_siamese cat.bmp	Old12	1	1	1.5730000000000002	5.0	453
74	0	9	0.8009999999999999	OLD	kitchen_cookie cutter.bmp	Old30	1	1	1.953	8.0	1138
75	1	9	1.2770000000000001	OLD	vegie_cauliflower.bmp	Old72	1	1	1.2830000000000001	5.0	398
76	0	6	0.836	New	kitchen_ramekin.bmp	New13	1	2	1.7009999999999998	5.0	398
77	1	5	1.093	OLD	sporting_footballhelmet.bmp	Old57	1	1	1.256	6.0	468
78	1	8	1.092	OLD	musical_violin_old.bmp	Old51	1	1	1.344	8.0	393
79	1	5	1.133	OLD	kitchen_scrubbing brush.bmp	Old36	1	1	2.792	5.0	656
80	1	6	0.8590000000000001	New	kitchen_toaster_old.bmp	New30	1	2	1.244	5.0	656
81	0	6	0.7509999999999999	New	sporting_weighlifting.bmp	New25	1	2	1.2329999999999999	5.0	656
82	1	5	1.032	OLD	kitchen_wooden spoon_old.bmp	Old39	0	2	1.703	5.0	656
83	1	6	1.1640000000000001	OLD	musical_harmonica_new.bmp	Old47	1	1	1.218	6.0	545
84	1	8	1.16	OLD	sporting_rollerblade.bmp	Old62	1	1	1.45	5.0	416
85	0	6	0.826	OLD	vegie_corn02.bmp	Old73	0	2	2.398	5.0	416
86	0	9	0.747	OLD	musical_harp_new.bmp	Old43	1	1	1.4369999999999998	8.0	547
87	0	5	0.486	OLD	sporting_hockey stick_old.bmp	Old58	1	1	1.3559999999999999	5.0	364
88	1	5	1.168	OLD	animal_dalmation_old.bmp	Old04	1	1	1.155	5.0	429
89	1	5	0.988	OLD	sporting_bicycle_old.bmp	Old55	1	1	1.041	6.0	471
90	0	8	0.7709999999999999	OLD	animal_frog.bmp	Old06	1	1	1.53	5.0	1780
91	1	5	0.943	New	food_cookie01.bmp	New11	1	2	1.724	5.0	1780
92	1	9	1.3130000000000002	OLD	kitchen_martini glass.bmp	Old32	1	1	1.246	5.0	555
93	0	9	0.69	New	food_bread.bmp	New28	1	2	1.307	5.0	555
94	1	9	1.4780000000000002	New	kitchen_kettle_new.bmp	New24	1	2	1.47	5.0	555
95	1	5	1.286	OLD	musical_clarinet_new.bmp	Old44	0	2	2.69	5.0	555
96	0	6	0.904	New	vegie_broccoli.bmp	New36	1	2	1.206	5.0	555
97	0	5	0.665	OLD	food_baguette01.bmp	Old14	0	2	1.94	5.0	555
98	1	8	1.169	New	musical_bagpipes.bmp	New35	1	2	1.3019999999999998	5.0	555
99	1	6	1.215	New	animal_ostrich.bmp	New26	1	2	1.224	5.0	555
100	0	5	0.903	OLD	sporting_soccer ball_new.bmp	Old65	1	1	1.246	9.0	963
101	0	8	0.7809999999999999	OLD	sporting_snow shoes_old.bmp	Old64	1	1	1.5390000000000001	6.0	429
102	1	6	0.966	New	sporting_baseball bat_new.bmp	New08	1	2	1.4980000000000002	6.0	429
103	1	5	1.4140000000000001	New	fruit_granny smith apple.bmp	New16	1	2	1.374	6.0	429
104	0	8	0.9309999999999999	OLD	vegie_radish.bmp	Old77	1	1	1.3090000000000002	6.0	1919
105	0	6	0.753	New	animal_giraffe.bmp	New03	1	2	1.4809999999999999	6.0	1919
106	1	6	0.9470000000000001	OLD	food_shellpasta.bmp	Old25	1	1	1.109	9.0	455
107	1	8	1.087	OLD	animal_penguin.bmp	Old10	1	1	1.324	8.0	781
108	0	5	0.7290000000000001	OLD	sporting_boxing_gloves.bmp	Old56	1	1	1.349	5.0	2174
109	0	8	0.7390000000000001	OLD	musical_drums_old.bmp	Old46	1	1	1.575	6.0	382
110	1	9	1.172	OLD	food_croissant01.bmp	Old19	1	1	1.1340000000000001	6.0	832
111	1	8	1.662	OLD	musical_acoustic guitar_new.bmp	Old42	1	1	1.149	6.0	439
112	0	9	0.763	New	musical_french horn_old.bmp	New12	1	2	1.483	6.0	439
113	1	9	1.092	OLD	Kitchen_apron.bmp	Old27	0	2	1.215	6.0	439
114	1	6	1.183	OLD	musical_accordion_old.bmp	Old41	0	2	1.1740000000000002	6.0	439
115	1	5	1.423	New	musical_zamponia windflute.bmp	New29	1	2	1.19	6.0	439
116	1	6	1.579	OLD	sporting_skipping rope.bmp	Old63	1	1	1.365	5.0	2069
